SBU,Domain,Sub-Portfolio,App Phase,Application_UUID,Application,UUID
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Developing,AH-TPA-INTEGRATION-SERVICE_26F07A04-782D-4715-BED7-A5D8C36AC935,AH-TPA-INTEGRATION-SERVICE,26F07A04-782D-4715-BED7-A5D8C36AC935
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - DOCUMENT GENERATION_07CCB5FB-9993-4A75-93BD-04F2880E0DC7,GRM US AH - DOCUMENT GENERATION,07CCB5FB-9993-4A75-93BD-04F2880E0DC7
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - FINANCE_1367226C-9174-45BB-B270-FF88231A202D,GRM US AH - FINANCE,1367226C-9174-45BB-B270-FF88231A202D
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM_C0F27D56-F07F-4267-A242-F4C15C346BD0,GRM US AH - QUANTUM,C0F27D56-F07F-4267-A242-F4C15C346BD0
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM ACCESS_71D17D02-43B0-434E-A373-5B67D99029D4,GRM US AH - QUANTUM ACCESS,71D17D02-43B0-434E-A373-5B67D99029D4
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM COMPOSE_FB7F9933-1079-4DE1-810E-708E98FCCDC7,GRM US AH - QUANTUM COMPOSE,FB7F9933-1079-4DE1-810E-708E98FCCDC7
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM CUSTOMER PORTAL_8FC1D7AE-BFC6-4DAF-AAD0-0F551744BD17,GRM US AH - QUANTUM CUSTOMER PORTAL,8FC1D7AE-BFC6-4DAF-AAD0-0F551744BD17
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM POLICY ADMIN_B101022C-03BC-47AE-A8A6-E5F9B9DE7DFB,GRM US AH - QUANTUM POLICY ADMIN,B101022C-03BC-47AE-A8A6-E5F9B9DE7DFB
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM PROPOSE_B80CF680-1A88-4F97-AEDF-E75592F6D5E8,GRM US AH - QUANTUM PROPOSE,B80CF680-1A88-4F97-AEDF-E75592F6D5E8
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - QUANTUM VORTEX_26CB3823-9322-4375-82EA-3DE765D5051B,GRM US AH - QUANTUM VORTEX,26CB3823-9322-4375-82EA-3DE765D5051B
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - RATING_2AD93DB3-7D49-4C97-B867-FD54220D99DF,GRM US AH - RATING,2AD93DB3-7D49-4C97-B867-FD54220D99DF
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - SERVIEW_EED4C078-2474-4521-82AB-A0175C9C92B3,GRM US AH - SERVIEW,EED4C078-2474-4521-82AB-A0175C9C92B3
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Semi-Retired,GRM US AH - SWITCHBOARD_6E2E0A4D-94A6-40D3-94EE-E4C4B21B6E7E,GRM US AH - SWITCHBOARD,6E2E0A4D-94A6-40D3-94EE-E4C4B21B6E7E
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,GRM US AH - SYSTEM OF ENGAGEMENT_C28FBAAC-87CF-4094-AA03-61D1D2E58E93,GRM US AH - SYSTEM OF ENGAGEMENT,C28FBAAC-87CF-4094-AA03-61D1D2E58E93
US Retail Markets,USRM - Innovation Enablement,Accident and Health,Supporting,TUITION_5AE91569-2F6D-4C0C-B472-E89A67D3325E,TUITION,5AE91569-2F6D-4C0C-B472-E89A67D3325E
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM - DESIGNPRO_34CC7EE4-9326-4C0D-B17D-C87F3414B683,AM - DESIGNPRO,34CC7EE4-9326-4C0D-B17D-C87F3414B683
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM - DOCUMAKER BILLING MF_62E3B17C-B9F7-4986-8835-10DF5449222A,AM - DOCUMAKER BILLING MF,62E3B17C-B9F7-4986-8835-10DF5449222A
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM - DOCUMAKER BILLING MIDRANGE_6DFFB5D8-3669-440E-8A80-10CB6282CEAF,AM - DOCUMAKER BILLING MIDRANGE,6DFFB5D8-3669-440E-8A80-10CB6282CEAF
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM - DOCUMERGE MF_18F7D077-CE55-4A7C-A4B3-FE73B81A59F4,AM - DOCUMERGE MF,18F7D077-CE55-4A7C-A4B3-FE73B81A59F4
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM - ECLPS RATABASE CALCULATOR_AE005894-5D8F-4CA7-8652-33620AE3F2F7,AM - ECLPS RATABASE CALCULATOR,AE005894-5D8F-4CA7-8652-33620AE3F2F7
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM - ECLPS RATABASE PRODUCT BUILDER_75CC38FE-CC52-4D6B-AC3E-1713E5DA9580,AM - ECLPS RATABASE PRODUCT BUILDER,75CC38FE-CC52-4D6B-AC3E-1713E5DA9580
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM FORMS DATABASE_230EFD1B-976D-4DB6-8856-2066FDC36DA8,AM FORMS DATABASE,230EFD1B-976D-4DB6-8856-2066FDC36DA8
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,AM FORMS VIEWER_48EEF8CA-CCE1-4159-8DC8-AFE5532E77B7,AM FORMS VIEWER,48EEF8CA-CCE1-4159-8DC8-AFE5532E77B7
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,BI CONVERSION RENEWAL SIMULATION_84081265-CD89-49A1-B5AE-CD053C791E7E,BI CONVERSION RENEWAL SIMULATION,84081265-CD89-49A1-B5AE-CD053C791E7E
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,BI Your Way Pay_039C1BF1-8658-41BD-A320-5708F39E2717,BI Your Way Pay,039C1BF1-8658-41BD-A320-5708F39E2717
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,BL ACCOUNT HISTORY SERVICE_ADF64DE7-AA82-499F-B2CE-63BA16BBC439,BL ACCOUNT HISTORY SERVICE,ADF64DE7-AA82-499F-B2CE-63BA16BBC439
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,BL ECLPS ESIMPLE CONVERSION RENEWAL_376B95DF-E5C2-4426-BE0D-B90CBB3BFE77,BL ECLPS ESIMPLE CONVERSION RENEWAL,376B95DF-E5C2-4426-BE0D-B90CBB3BFE77
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,BL PRICE MATCH PLUS_E2361228-A669-4FAC-B7CE-FD1D68020641,BL PRICE MATCH PLUS,E2361228-A669-4FAC-B7CE-FD1D68020641
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,BL Pricing Data Parser_7A9E3EC8-48B8-4D35-B59E-910E5D0C0555,BL Pricing Data Parser,7A9E3EC8-48B8-4D35-B59E-910E5D0C0555
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,BL PRICING MODEL ANALYTICS_7DED4692-A429-45BF-8877-8E3425C4826E,BL PRICING MODEL ANALYTICS,7DED4692-A429-45BF-8877-8E3425C4826E
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,BL Pricing Service_72311798-FC1B-48A4-BE2A-DCB9DD792C17,BL Pricing Service,72311798-FC1B-48A4-BE2A-DCB9DD792C17
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,BL PRODUCT MANAGEMENT_59CD5971-AC5A-45E1-B4AC-AA85C05CDDBE,BL PRODUCT MANAGEMENT,59CD5971-AC5A-45E1-B4AC-AA85C05CDDBE
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,BUSINESS LINES COMMERCIAL AUTO POLICY SERVICES_6CCA60F9-C6D5-40DE-AAD2-279178884C97,BUSINESS LINES COMMERCIAL AUTO POLICY SERVICES,6CCA60F9-C6D5-40DE-AAD2-279178884C97
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - AUTOMATION OF INSURANCE SCORE - PRICING_7ACC87F9-FA9E-4D4F-A1E0-C7A9F10DD183,CI - AUTOMATION OF INSURANCE SCORE - PRICING,7ACC87F9-FA9E-4D4F-A1E0-C7A9F10DD183
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - CI PRICING MET_6281C1F3-AED7-4E73-AB12-7CC0DC0E74DB,CI - CI PRICING MET,6281C1F3-AED7-4E73-AB12-7CC0DC0E74DB
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - DYNAMIC SECRETS TRACKER_A2133A84-234B-47E5-884E-D6C60E3A4125,CI - DYNAMIC SECRETS TRACKER,A2133A84-234B-47E5-884E-D6C60E3A4125
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - ECLIQ SIMPLE_068DED32-95A7-4EDA-B273-3A5C8A97EDF2,CI - ECLIQ SIMPLE,068DED32-95A7-4EDA-B273-3A5C8A97EDF2
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - P&P PUBLISHING TRACKING CONSOLE_2870F6DB-03AD-4FF9-8587-6B7112C31540,CI - P&P PUBLISHING TRACKING CONSOLE,2870F6DB-03AD-4FF9-8587-6B7112C31540
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - POLICY RULES - ODM PRICING_1461CE2A-BE77-4B3A-8072-C7F828086C08,CI - POLICY RULES - ODM PRICING,1461CE2A-BE77-4B3A-8072-C7F828086C08
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - PP ESIGNATURE_04A051E4-3ECF-4C0A-9E96-FF1249BC083B,CI - PP ESIGNATURE,04A051E4-3ECF-4C0A-9E96-FF1249BC083B
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - PREMIUM GENERATION SERVICE_D40DE62A-080B-4FA7-BBD3-1EB243DB3BBC,CI - PREMIUM GENERATION SERVICE,D40DE62A-080B-4FA7-BBD3-1EB243DB3BBC
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - PREMIUM REVERSAL SERVICE_E56CA9BE-2F14-4A38-9B2B-F35622724B1D,CI - PREMIUM REVERSAL SERVICE,E56CA9BE-2F14-4A38-9B2B-F35622724B1D
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - RATE PRICING MODEL ANALYTICS_791C0723-A57E-4484-A939-072D8069789E,CI - RATE PRICING MODEL ANALYTICS,791C0723-A57E-4484-A939-072D8069789E
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - RATE WORKSHEET_564F310B-5A33-44F3-A5AE-844361D85CC2,CI - RATE WORKSHEET,564F310B-5A33-44F3-A5AE-844361D85CC2
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,CI - SIMULATION_C2DEBD8D-65D5-40F8-841D-0EFC11C61424,CI - SIMULATION,C2DEBD8D-65D5-40F8-841D-0EFC11C61424
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,DOCSPACE_CAA40267-A697-4116-8808-47E1CF8C7B98,DOCSPACE,CAA40267-A697-4116-8808-47E1CF8C7B98
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,eCLIQ Simple_64FE60EF-BCCC-462E-A8C5-19573A03BF86,eCLIQ Simple,64FE60EF-BCCC-462E-A8C5-19573A03BF86
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,GL PRICING MODEL_E46CB0A2-D820-4287-912D-782C7DB4429C,GL PRICING MODEL,E46CB0A2-D820-4287-912D-782C7DB4429C
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,LEGACY RATING WORKSHEET GENERATION_C3C6C668-4FA9-43DF-8439-1D288D80FB32,LEGACY RATING WORKSHEET GENERATION,C3C6C668-4FA9-43DF-8439-1D288D80FB32
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,LNW - WCPDS WORKERS COMP EMOD/ LETTERS_8D317D08-BD79-44F0-ACAB-37B116735C46,LNW - WCPDS WORKERS COMP EMOD/ LETTERS,8D317D08-BD79-44F0-ACAB-37B116735C46
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,OC - DOCUMERGE - BILLING_A5A105D5-C486-4640-B4F7-C1923A982453,OC - DOCUMERGE - BILLING,A5A105D5-C486-4640-B4F7-C1923A982453
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,OC - DOCUMERGE - CL_AD82B96D-3ECD-47F0-AEA9-5A57A57F7921,OC - DOCUMERGE - CL,AD82B96D-3ECD-47F0-AEA9-5A57A57F7921
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,OC - DOCUMERGE - PL_E88605B2-B1EE-4814-A1F6-C6319C014FBA,OC - DOCUMERGE - PL,E88605B2-B1EE-4814-A1F6-C6319C014FBA
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,OC - LASA - LASER AUTOMATED SYSTEMS_9ECFA5CC-59C8-4347-ADAA-E2CABD5D59FE,OC - LASA - LASER AUTOMATED SYSTEMS,9ECFA5CC-59C8-4347-ADAA-E2CABD5D59FE
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,OC - PADA APPLICATION_594F9132-C629-43F8-8CBE-95C9A2319FA2,OC - PADA APPLICATION,594F9132-C629-43F8-8CBE-95C9A2319FA2
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,OC - RAM RATE MAINTENANCE_9E5221B0-F67D-4EFA-8542-6E73F45200DB,OC - RAM RATE MAINTENANCE,9E5221B0-F67D-4EFA-8542-6E73F45200DB
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,PLANET_6394C6E1-A6E5-498B-BA20-3F0884EEA52A,PLANET,6394C6E1-A6E5-498B-BA20-3F0884EEA52A
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,PRODUCT DEFINITION SERVICE_BED473A0-3371-4ED1-9D21-5907AE31DD15,PRODUCT DEFINITION SERVICE,BED473A0-3371-4ED1-9D21-5907AE31DD15
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,PUBLISHING API ORCHESTRATION_9C88CE5A-B47D-4013-BA7B-E26D9972729D,PUBLISHING API ORCHESTRATION,9C88CE5A-B47D-4013-BA7B-E26D9972729D
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,Publishing Envoy Orchestration_7BF40227-8719-494C-ACA7-E70B04E75CFF,Publishing Envoy Orchestration,7BF40227-8719-494C-ACA7-E70B04E75CFF
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,Publishing Message Consumer_4B79B968-3E7F-4F97-B11C-7F13F16E8CF3,Publishing Message Consumer,4B79B968-3E7F-4F97-B11C-7F13F16E8CF3
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,Publishing XML Orchestration_82E6A2A7-FF38-43B5-8D34-3CACBE931829,Publishing XML Orchestration,82E6A2A7-FF38-43B5-8D34-3CACBE931829
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,PYTHON PRICING MODEL_FE1D2609-2D2E-43D4-AFF9-A6C8DC3A2112,PYTHON PRICING MODEL,FE1D2609-2D2E-43D4-AFF9-A6C8DC3A2112
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,REAL TIME PUBLISHING_A434D8B8-8BF1-423E-93E7-5A8FA755C81A,REAL TIME PUBLISHING,A434D8B8-8BF1-423E-93E7-5A8FA755C81A
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,SeaLights_4A408D72-DAD9-440A-B594-B7B95E383B64,SeaLights,4A408D72-DAD9-440A-B594-B7B95E383B64
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Developing,SOCRATES_73DE192F-F202-4085-9C26-BA9008E6921D,SOCRATES,73DE192F-F202-4085-9C26-BA9008E6921D
US Retail Markets,USRM - Product and Underwriting-BL,Acquisition and Product Innovation,Supporting,THIRD PARTY DATA FACTORY_F07AE02B-0FF4-4D80-B8FA-3A1D6056553C,THIRD PARTY DATA FACTORY,F07AE02B-0FF4-4D80-B8FA-3A1D6056553C
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms,Supporting,DEP Workspace (Digital Experience Platforms)_C818E5B3-704A-498D-9FA8-E6B7BCD16062,DEP Workspace (Digital Experience Platforms),C818E5B3-704A-498D-9FA8-E6B7BCD16062
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Data Services,Supporting,GRM GPFS SAS INFORMATICA_5D799EA4-5993-40B0-A9BB-92482B332414,GRM GPFS SAS INFORMATICA,5D799EA4-5993-40B0-A9BB-92482B332414
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Messaging,Supporting,GDS AMAZONMQ_FE4E1E6C-4DC1-42D9-A024-0AD984C5C07D,GDS AMAZONMQ,FE4E1E6C-4DC1-42D9-A024-0AD984C5C07D
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Messaging,Supporting,MESSAGING AND EVENTING KAFKA ENABLEMENT_F0E30C08-C0FE-442D-A4AA-839D9FDCF314,MESSAGING AND EVENTING KAFKA ENABLEMENT,F0E30C08-C0FE-442D-A4AA-839D9FDCF314
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Messaging,Supporting,TOPIC MANAGEMENT SPI_09529544-62FE-454B-883A-66DB6AB26BA0,TOPIC MANAGEMENT SPI,09529544-62FE-454B-883A-66DB6AB26BA0
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Messaging,Semi-Retired,WEBSPHERE MQ_40BA81E6-0C95-4B72-A9CD-083094848442,WEBSPHERE MQ,40BA81E6-0C95-4B72-A9CD-083094848442
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,APPLICATION RUNTIME EXPERIENCE WORKSPACE_CB096273-122D-4790-A247-33B01C54FD72,APPLICATION RUNTIME EXPERIENCE WORKSPACE,CB096273-122D-4790-A247-33B01C54FD72
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,GRMUS - APPDYNAMICS_CC11C061-2B48-415F-B3E3-97EADF5E6D97,GRMUS - APPDYNAMICS,CC11C061-2B48-415F-B3E3-97EADF5E6D97
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,GRMUS EEO APPLICATION MONITORING_0074B507-BA8E-42FB-B1BA-A2675E2809FF,GRMUS EEO APPLICATION MONITORING,0074B507-BA8E-42FB-B1BA-A2675E2809FF
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,GRMUS EEO-ATS DPO CAPACITY_2468D72D-27C9-41A6-B6B3-8E7633FF026D,GRMUS EEO-ATS DPO CAPACITY,2468D72D-27C9-41A6-B6B3-8E7633FF026D
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,HEAP_DBF98D84-3970-4E13-B339-63C8A999D6FB,HEAP,DBF98D84-3970-4E13-B339-63C8A999D6FB
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,HS APPDYNAMICS_193BDC67-9A8B-49A7-B893-90D631212410,HS APPDYNAMICS,193BDC67-9A8B-49A7-B893-90D631212410
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,HS DATADOG_5076B711-BF03-4D47-A9D2-CE0111F0AFBC,HS DATADOG,5076B711-BF03-4D47-A9D2-CE0111F0AFBC
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,Software Intelligence_8B9D3DDA-5DA2-406F-B901-324C870588A3,Software Intelligence,8B9D3DDA-5DA2-406F-B901-324C870588A3
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Monitoring,Supporting,SYSTEM CENTER OPERATIONS MANAGEMENT (SCOM)_0AAE5312-F547-49E1-BCBD-02D1D488C7FD,SYSTEM CENTER OPERATIONS MANAGEMENT (SCOM),0AAE5312-F547-49E1-BCBD-02D1D488C7FD
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,APACHE CAMEL_8AB2FC0D-F8AA-43C1-94A4-103DD5CE137D,APACHE CAMEL,8AB2FC0D-F8AA-43C1-94A4-103DD5CE137D
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,CI MIDDLEWARE SUPPORT_8EABE1A8-81BF-4B1F-8A82-41210A685AA8,CI MIDDLEWARE SUPPORT,8EABE1A8-81BF-4B1F-8A82-41210A685AA8
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Semi-Retired,ETS MIDDLEWARE BASTION HOST TO EXTRANET_AA43D664-BCA9-4C1F-BD54-289D6BB4C1D2,ETS MIDDLEWARE BASTION HOST TO EXTRANET,AA43D664-BCA9-4C1F-BD54-289D6BB4C1D2
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,ETS SHARED EXTERNAL WEBSERVERS_5E0BE937-D6F0-494E-AE9B-0111F47858C0,ETS SHARED EXTERNAL WEBSERVERS,5E0BE937-D6F0-494E-AE9B-0111F47858C0
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS ACTIVEMQ_3EB12004-E89F-42ED-88A5-CC6FE4999DCC,GRMUS ACTIVEMQ,3EB12004-E89F-42ED-88A5-CC6FE4999DCC
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS AE Runtimes_4CAD129B-4272-45DF-BE8D-0C1F67C10485,GRMUS AE Runtimes,4CAD129B-4272-45DF-BE8D-0C1F67C10485
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS ATS ANSIBLE_56CF3049-B3E8-4E17-BAE3-CE6B2669AC5C,GRMUS ATS ANSIBLE,56CF3049-B3E8-4E17-BAE3-CE6B2669AC5C
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS ATS NGINX AUTOMATION_4E82EAA3-5B0B-4D0C-95A7-2A8832485102,GRMUS ATS NGINX AUTOMATION,4E82EAA3-5B0B-4D0C-95A7-2A8832485102
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS CERTIFICATE RENEWAL AUTOMATION_B03A0ADC-748A-41E7-88B2-7445025DBAB2,GRMUS CERTIFICATE RENEWAL AUTOMATION,B03A0ADC-748A-41E7-88B2-7445025DBAB2
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS DATAPOWER - BACKUP_6A49A0F6-1F1C-4DDE-B02B-9054508EBC68,GRMUS DATAPOWER - BACKUP,6A49A0F6-1F1C-4DDE-B02B-9054508EBC68
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS DATAPOWER - SYSLOG-NG_6B2C3BCD-EBD0-4829-881A-C77FA9977A5E,GRMUS DATAPOWER - SYSLOG-NG,6B2C3BCD-EBD0-4829-881A-C77FA9977A5E
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS IBM BUILDFORGE - RAFDP_87F360B9-10A4-48AC-B8AD-B1AB2D7BFEAA,GRMUS IBM BUILDFORGE - RAFDP,87F360B9-10A4-48AC-B8AD-B1AB2D7BFEAA
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS IHS ADMIN TOOLS_A970148F-6F7E-4574-A6DF-E49F5105FC17,GRMUS IHS ADMIN TOOLS,A970148F-6F7E-4574-A6DF-E49F5105FC17
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS MQ ADMIN APPWATCHER TOOL_ECE3BC98-1D2E-4DE9-8B7F-D28D534E086E,GRMUS MQ ADMIN APPWATCHER TOOL,ECE3BC98-1D2E-4DE9-8B7F-D28D534E086E
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS SPLASH PAGES_1F753029-DF27-4A08-B780-53FB38C3118A,GRMUS SPLASH PAGES,1F753029-DF27-4A08-B780-53FB38C3118A
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,GRMUS WEBSPHERE EXTREME SCALE_5BCFABD7-F4B3-4C2A-93B2-93DED29FB759,GRMUS WEBSPHERE EXTREME SCALE,5BCFABD7-F4B3-4C2A-93B2-93DED29FB759
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Semi-Retired,HS ARE RUNTIMES_333576F5-D493-4D2F-9A1F-240C6321E9E8,HS ARE RUNTIMES,333576F5-D493-4D2F-9A1F-240C6321E9E8
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,HS CORE OPERATIONS MIDDLEWARE WORKSPACE_27DA17CB-C143-4295-99D7-8209972A67FF,HS CORE OPERATIONS MIDDLEWARE WORKSPACE,27DA17CB-C143-4295-99D7-8209972A67FF
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,LEGACY APPLICATION DEPLOYMENT ENVIRONMENT_8A10F8B5-9286-4CB5-9EEC-8E8B73FD3F34,LEGACY APPLICATION DEPLOYMENT ENVIRONMENT,8A10F8B5-9286-4CB5-9EEC-8E8B73FD3F34
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,USCM SHARED MQ - LMAC_CD6782AE-8EF0-40C7-A368-0F69CC1D5847,USCM SHARED MQ - LMAC,CD6782AE-8EF0-40C7-A368-0F69CC1D5847
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,USCM SHARED MQ - PI_42F6CC66-E50B-4CDC-AD95-54D8ECD15737,USCM SHARED MQ - PI,42F6CC66-E50B-4CDC-AD95-54D8ECD15737
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,USCM SHARED MQ - SAFECO_8C25A65C-C92B-473C-AB4F-8204648B46CF,USCM SHARED MQ - SAFECO,8C25A65C-C92B-473C-AB4F-8204648B46CF
Global Digital Services,GDS - Application Environments,Application Runtime Experiences - App Platforms/Runtime,Supporting,Watcher_0118EF1A-FDD1-4B76-B13C-B4131651077B,Watcher,0118EF1A-FDD1-4B76-B13C-B4131651077B
